Instance,Income
112491,76346.15216238925
112492,56249.397300389704
112493,375292.87582629186
112494,23441.82468785599
112495,3881.356466992812
112496,25322.962160294523
112497,228866.44857242308
112498,20165.318264393347
112499,58873.19213526552
112500,11660.945032680542
112501,66531.8573387778
112502,68711.70652114206
112503,48749.29295722025
112504,40423.11224332798
112505,28912.167052573117
112506,62723.64625188322
112507,96422.759191645
112508,84373.473351108
112509,14624.335886017463
112510,36053.159354471405
112511,128442.40185595944
112512,10258.254046181222
112513,54144.879551156984
112514,33663.56001883722
112515,90646.32187487009
112516,95337.27834619809
112517,8294.485140185026
112518,85624.47165575404
112519,25932.36133732605
112520,20291.166675567085
112521,166020.04398193958
112522,51575.137037927
112523,28298.085595971017
112524,81767.13649414245
112525,9188.859963398598
112526,13898.718874596345
112527,51114.64548247067
112528,35040.28179890719
112529,24087.316932384518
112530,100993.87994808955
112531,105888.180942164
112532,176635.20223808
112533,115559.81250199297
112534,238560.86172185195
112535,54836.5453245026
112536,116588.27991826572
112537,37431.84280627915
112538,19431.417621335237
112539,147807.27075396889
112540,24253.96460206423
112541,86878.61575505255
112542,238321.60824446476
112543,70786.62291373344
112544,221277.21364395018
112545,38500.34514185712
112546,34972.24914061269
112547,105044.74948174733
112548,586443.639532605
112549,77991.19005836976
112550,81940.84447969845
112551,11815.293194125865
112552,130662.64943985565
112553,60137.02527364384
112554,87746.42473618002
112555,28842.773377269106
112556,89206.698576591
112557,51047.42420722549
112558,107569.77994879324
112559,34456.708918603785
112560,31495.02757996849
112561,184836.85058485728
112562,25109.628254073967
112563,141069.95637493758
112564,393554.255195346
112565,139413.61610258181
112566,34783.07660073402
112567,47843.516307560465
112568,24191.647037457653
112569,103504.24695625874
112570,41457.94114712495
112571,154299.96105720088
112572,180736.21799795196
112573,29439.306645116336
112574,67059.47348081431
112575,87894.43739589157
112576,71731.51799163176
112577,342708.5056461424
112578,307634.14274272294
112579,91873.32628087408
112580,136942.88684803044
112581,41735.40741337586
112582,19205.4766152595
112583,10524.916280941849
112584,222887.90715419778
112585,31830.482674396288
112586,27004.1590231776
112587,144878.08438102697
112588,90281.67313473804
112589,201135.96023416007
112590,9428.072801721866
112591,140729.0108981506
112592,32738.858673124294
112593,27322.241933195797
112594,35070.335250491546
112595,29781.02817618159
112596,76307.24322825127
112597,55037.90294925978
112598,33006.020413284634
112599,11628.262973256415
112600,28682.96485406414
112601,132158.90114510534
112602,29451.763220032626
112603,84463.48799336907
112604,164299.02589084362
112605,18326.447042467968
112606,59346.18739017962
112607,46819.927381391346
112608,88080.45163064108
112609,162595.07775720503
112610,67893.33815562836
112611,187944.1969153236
112612,165896.96319461043
112613,109432.3794100877
112614,197702.19740449576
112615,63639.6383777051
112616,95703.41314710915
112617,81777.86856150141
112618,311546.99123343383
112619,40404.18633215192
112620,32809.50165558329
112621,26061.48389719373
112622,101870.1357542575
112623,75583.7491659012
112624,40152.21869850723
112625,44887.37887556089
112626,132665.1064629761
112627,30601.487868569995
112628,44682.893388086624
112629,48961.93766393452
112630,50721.54914507103
112631,76258.05117020645
112632,181705.31706472646
112633,138053.95354055677
112634,25141.5893021438
112635,50785.25566503314
112636,83604.24013892822
112637,186230.70604694096
112638,21579.281021250237
112639,55308.97266515775
112640,35285.98536144824
112641,34202.137292797386
112642,256724.16576099332
112643,28114.3700850121
112644,120668.61100175977
112645,65476.478545109545
112646,10213.718678689684
112647,34889.208081412464
112648,63906.268137672305
112649,36443.864320466484
112650,7397.850279463892
112651,45699.5647925528
112652,18009.38266370334
112653,35050.01852801514
112654,55315.81700568601
112655,34986.28534162188
112656,22045.085786068747
112657,297341.7276012561
112658,552739.6069498558
112659,98459.87452434446
112660,45973.17040444208
112661,185005.07815317807
112662,111839.92970047289
112663,106802.88124151033
112664,240798.84648779064
112665,461799.73228459596
112666,111719.98743937937
112667,34954.01858632768
112668,50204.32989123055
112669,121723.89755517062
112670,11429.61138761952
112671,214773.1570493718
112672,99827.79941123402
112673,54866.80466476216
112674,28073.138679093136
112675,42875.16110188881
112676,37915.809814795124
112677,37032.37877195585
112678,13049.194510473622
112679,103412.80540949773
112680,119588.48858626102
112681,28721.74450831135
112682,109727.7327821808
112683,9402.53495148669
112684,234150.4662530062
112685,36652.013040032994
112686,35770.404406317415
112687,22386.60804985213
112688,25755.400225937232
112689,127774.0297509812
112690,34067.49753361786
112691,53434.309451647736
112692,37383.185942753786
112693,117364.79088650674
112694,35074.45777003888
112695,148840.69383395094
112696,157052.0277387555
112697,112493.99416026675
112698,89816.81727200106
112699,286495.89707920223
112700,215466.1793473638
112701,400419.6100521179
112702,135707.79296052054
112703,43240.08673139852
112704,43883.955058845146
112705,228945.56162181337
112706,76110.29466388622
112707,30200.555168020568
112708,115078.49909023965
112709,137960.64528279455
112710,62545.61532177699
112711,75365.828698978
112712,5704.38101986434
112713,58976.67823557032
112714,123434.60036749125
112715,109952.50593296583
112716,33097.071415360326
112717,18488.74641834964
112718,68212.61183365203
112719,36781.71892370647
112720,30677.871632379985
112721,39786.181472399825
112722,45022.69600324349
112723,37913.508405358916
112724,44420.41867839369
112725,62128.159195699394
112726,6772.202651952726
112727,66984.61491533944
112728,144653.85648204925
112729,63109.38396407498
112730,31266.75364769176
112731,59897.666301346384
112732,19104.93714456774
112733,64694.65415126454
112734,197990.6240294676
112735,18323.827416441694
112736,63352.61549690293
112737,55056.97627251532
112738,445919.8484257482
112739,40700.86639504227
112740,81036.25386099526
112741,12158.75497547754
112742,13366.137627280614
112743,34225.88162207341
112744,116585.93913473799
112745,152261.238048136
112746,45694.27737294998
112747,84538.58649604236
112748,310228.6309023375
112749,55288.35983174103
112750,7129.440252973496
112751,483602.09733375086
112752,58598.174890423084
112753,26170.923927517433
112754,92164.89732583881
112755,43598.60461266706
112756,55548.51447430684
112757,91530.6009145998
112758,21052.973281620507
112759,5813.732916134856
112760,21506.089149972104
112761,99399.72552404444
112762,342842.4057501643
112763,28515.333375810478
112764,141993.85598423088
112765,25621.620995973608
112766,83672.45727510373
112767,880432.3779699621
112768,19232.838831422672
112769,95101.60053021552
112770,45695.71122975595
112771,64342.83211203973
112772,13053.929364893691
112773,93660.61472315082
112774,20546.18912310865
112775,50976.245314353284
112776,33586.48396915805
112777,34586.47263747071
112778,687013.9752252485
112779,188184.53575537758
112780,162139.46838824567
112781,94814.04598328123
112782,36933.91213234371
112783,52700.04874491895
112784,50134.19462670686
112785,18748.70051885248
112786,89833.42999152074
112787,43875.86667161291
112788,30495.104532584734
112789,79548.58482101468
112790,127781.76700607358
112791,122838.7034385922
112792,12710.446838483607
112793,68243.12790589279
112794,618345.5564199523
112795,34089.30739180822
112796,43293.0533735761
112797,49980.55772033618
112798,83043.98448720912
112799,112580.58055002375
112800,45296.14496784025
112801,10083.343090353843
112802,157104.2527096109
112803,492651.6381019577
112804,27833.26647444068
112805,50352.886906700114
112806,21163.27954378253
112807,31434.88611200586
112808,291306.5596058533
112809,34203.06054615304
112810,183146.01191453417
112811,153731.27682117865
112812,76969.34165867789
112813,207303.4587312724
112814,50410.119917232456
112815,45687.511917098265
112816,39181.25506888514
112817,72928.19031976852
112818,57814.99700175199
112819,60154.52448014313
112820,316054.98850408365
112821,18150.21667628725
112822,39206.12882024346
112823,34011.92481073298
112824,31323.796823973815
112825,30978.446184760876
112826,78387.64185720055
112827,43014.65035390533
112828,75630.31871663104
112829,40932.05382204026
112830,75042.55184900561
112831,79124.30630089776
112832,60089.08603545162
112833,120901.21051356898
112834,49156.668688026584
112835,133601.50146237732
112836,38575.359018325726
112837,136636.6664285144
112838,438130.5341698274
112839,36875.20731329563
112840,134714.17978200407
112841,56683.00898788943
112842,190562.55933493306
112843,49932.94541257551
112844,22960.45756265025
112845,44431.63874648487
112846,292759.3878273592
112847,66036.33238259949
112848,196511.30928474138
112849,132536.51619719595
112850,173453.26845528468
112851,193217.32897429296
112852,24631.901447760094
112853,262703.3936982822
112854,41946.12028035447
112855,259662.75617469638
112856,49631.704367657745
112857,19179.122414586767
112858,39094.373081432175
112859,150170.6428152557
112860,42190.38238033367
112861,199250.50876110853
112862,15223.22661465103
112863,73494.07618849547
112864,177296.4161085477
112865,7471.121590829878
112866,260453.9197019934
112867,12877.031273285154
112868,19819.85729438573
112869,89683.25003105482
112870,79356.50065427217
112871,136316.52257804235
112872,31615.95475842981
112873,152322.7387020413
112874,99128.56230437773
112875,84176.61878000299
112876,206411.9611480384
112877,38256.960737982656
112878,317498.3427220709
112879,333381.0875937336
112880,53980.38881866271
112881,51705.606429398445
112882,500963.1934790251
112883,34077.840110739045
112884,23963.46862937089
112885,56109.56013236364
112886,82466.98290177295
112887,26974.954225671896
112888,111830.9135866549
112889,81463.40717690105
112890,198320.25519908444
112891,122412.74906611141
112892,71337.84098820793
112893,41988.45953466807
112894,287780.88864675426
112895,22268.130844796433
112896,14798.693110434087
112897,55245.6261404274
112898,184728.39968907915
112899,30224.0131351966
112900,59709.67149317484
112901,64207.347080738014
112902,27591.367447462355
112903,179850.77345626193
112904,221089.8483557745
112905,61855.79587043124
112906,57626.2402456444
112907,4273.480468420799
112908,5367.140148648319
112909,456682.24734327866
112910,111869.63207376485
112911,65437.30828668657
112912,21256.805126557734
112913,73130.57817889939
112914,13016.933018419437
112915,217544.9466030402
112916,328302.1097545392
112917,77430.2290335044
112918,85680.01114697476
112919,51745.587798081375
112920,40294.70651570882
112921,26404.069446277055
112922,156526.95812196657
112923,91334.5814732741
112924,67713.11163480976
112925,186517.53618813498
112926,6059.695014523313
112927,5814.712594794814
112928,31988.559451122444
112929,84129.24304089083
112930,531576.3375572902
112931,64429.803458075134
112932,166658.72748869174
112933,10026.524932093665
112934,60538.7853243906
112935,73942.7021259221
112936,152557.22507615475
112937,410564.09945196443
112938,60786.91719806333
112939,24500.034977125848
112940,49381.48084098663
112941,458357.9655126628
112942,32370.109002112677
112943,269193.62193588016
112944,42730.3371879404
112945,128623.51957398716
112946,53425.28561114209
112947,33876.65041635154
112948,44160.64005247211
112949,50221.07340801357
112950,164977.05480284555
112951,46451.75514776337
112952,26600.02887801404
112953,39892.90323109073
112954,67021.40154917822
112955,24392.640308446913
112956,24313.400102885484
112957,14059.495834628535
112958,759747.8756318338
112959,60728.03974236121
112960,51066.944685618655
112961,347074.9309528837
112962,75847.06224077003
112963,108606.28036948024
112964,21514.534984005946
112965,42788.059693099334
112966,538520.2902349016
112967,35878.891129016825
112968,23049.072089724203
112969,68734.20043631925
112970,15500.098989390068
112971,69233.5468572423
112972,203260.14529675484
112973,46986.631050907425
112974,55494.180606549104
112975,44659.37959786699
112976,30832.33000913453
112977,14595.575322635537
112978,102131.37221227669
112979,284369.02107785444
112980,623172.1113575763
112981,46372.80148512562
112982,40195.50424026009
112983,114245.45382982372
112984,22955.400842784966
112985,11962.90087826552
112986,32538.44920027274
112987,36404.99945620317
112988,37347.517334630546
112989,67423.76113889403
112990,66984.42902944509
112991,35046.93597890612
112992,12214.354264441747
112993,91309.05751190303
112994,7509.661706437682
112995,164092.82262886412
112996,26664.08962601594
112997,386786.3757629128
112998,50455.7970192638
112999,59153.17771624514
113000,24724.85334861522
113001,26701.924614236592
113002,25287.026759232835
113003,80159.87351592383
113004,92696.0734162121
113005,15133.574825845471
113006,49344.60119641498
113007,28910.007245831483
113008,17573.33710223519
113009,26309.47484356569
113010,36223.5244260789
113011,38143.0223604324
113012,24895.358555745028
113013,46863.09083094417
113014,90911.67781666346
113015,149134.27199802344
113016,389910.90442887665
113017,82388.59503498171
113018,54955.17151770182
113019,151525.94925318842
113020,53744.456536252124
113021,43184.81974878778
113022,52777.83739812883
113023,51134.68550526233
113024,78372.59189593578
113025,11166.133249920515
113026,9392.764172148973
113027,43056.22180141151
113028,32543.255274409417
113029,147804.9230005847
113030,64653.80327903752
113031,59895.49075447053
113032,10547.235544695033
113033,107556.93522918565
113034,36781.75991697055
113035,38903.50730520779
113036,153408.90563466557
113037,88007.27786083685
113038,74874.17287912022
113039,75476.77620903055
113040,46468.04640170204
113041,20761.9905195381
113042,224678.2151961106
113043,31419.166138110842
113044,343844.01354881236
113045,722942.7460782429
113046,53629.61997282376
113047,23011.866051854122
113048,30546.570048867965
113049,141435.67603069192
113050,127222.27239193015
113051,129887.36996227108
113052,482.90498706716636
113053,92153.21970434763
113054,51831.4391065242
113055,44674.58028564759
113056,78050.16848084226
113057,25346.43394940355
113058,25808.259281630508
113059,71278.94642056742
113060,67790.14247861039
113061,47727.949139532924
113062,69431.16953278931
113063,195273.93056391136
113064,93497.90519265512
113065,40900.58390915484
113066,22235.18589793644
113067,72450.24944981621
113068,88980.22110764345
113069,16887.045841981646
113070,95742.6157017822
113071,161308.5378759108
113072,38926.94040338794
113073,289782.86759003706
113074,172003.256350102
113075,38727.27683255015
113076,106597.46491561268
113077,51098.39830611345
113078,43916.264652916114
113079,67277.6692595324
113080,65195.540003172086
113081,58328.55440771794
113082,36047.850075637514
113083,64634.44249386636
113084,58420.09514276024
113085,26388.23251772546
113086,191316.10217951244
113087,708027.2169053212
113088,41816.62010012226
113089,170479.76577196247
113090,20528.679306135946
113091,52734.84444721745
113092,84159.7650877302
113093,51681.25615237802
113094,142196.9473308951
113095,158942.28388703652
113096,44248.17583149423
113097,38939.03904591163
113098,245983.25426273234
113099,8278.163512076211
113100,41049.41918831344
113101,295935.48009244574
113102,274699.6862452378
113103,49938.36189123875
113104,17526.919503586218
113105,16751.028579532638
113106,122304.9658866526
113107,108789.19944032661
113108,125261.1384598999
113109,23168.146457872546
113110,69336.34360487788
113111,120228.83563168529
113112,76345.89493867668
113113,119140.51940823038
113114,38533.89785034923
113115,38159.08311105755
113116,68866.67449211646
113117,204064.2956056045
113118,7436.515941923937
113119,193024.1964141121
113120,80860.5807286282
113121,56680.98315285802
113122,133013.14190541508
113123,365152.4759722426
113124,25474.838198105965
113125,114007.01243204076
113126,116671.82811207374
113127,77511.55804806604
113128,19421.28264894217
113129,197191.0364408588
113130,130116.6276684382
113131,58080.97923808471
113132,114333.01517945177
113133,76980.5512985488
113134,375520.98183860345
113135,103521.07578124094
113136,90432.38118480872
113137,28714.758356590868
113138,80971.84661976981
113139,112357.0724123373
113140,136670.7641823326
113141,74396.06168529046
113142,19860.952419920897
113143,49672.29963596234
113144,192786.18255674784
113145,76420.98980920929
113146,60625.45579543983
113147,27743.339042237443
113148,207801.77527738863
113149,50341.6515568823
113150,33123.07486653692
113151,39948.79303256192
113152,46122.83542738011
113153,196036.51773708736
113154,83385.29532321468
113155,51564.57655423473
113156,812040.7183718891
113157,189260.00836840706
113158,37862.94877434872
113159,226157.30273867893
113160,26066.053863243105
113161,137405.39323991942
113162,58348.95911161788
113163,33203.667226594145
113164,51935.86898077131
113165,257079.68347244043
113166,34588.00122215824
113167,137264.40424486832
113168,38362.23918701017
113169,51726.768235776675
113170,242361.880688952
113171,63243.0203014137
113172,134612.6134939599
113173,18640.18282349786
113174,127326.58995343889
113175,55045.29604443479
113176,86208.87707701676
113177,100754.50853073383
113178,36869.037711033554
113179,7954.733737605356
113180,13459.331122277985
113181,51272.44150215596
113182,24275.07912647054
113183,29083.39079642357
113184,51903.54831994956
113185,85225.12497148539
113186,122988.69498780186
113187,162187.6373061981
113188,18177.409548905245
113189,168910.80523854142
113190,23108.71486764516
113191,18538.30839579507
113192,31898.511791948473
113193,95410.83892776968
113194,56882.57796442209
113195,222579.16255940654
113196,39406.425452989904
113197,772091.2400768617
113198,81912.06775812432
113199,52961.639475121934
113200,26741.612904881098
113201,39903.74507798395
113202,18965.879176028724
113203,25357.55361961693
113204,129736.56074509771
113205,725544.35497537
113206,86604.29190254027
113207,34860.20620634605
113208,218652.19565674185
113209,105543.00657055888
113210,111113.55888209716
113211,36337.90682102632
113212,101988.52037662672
113213,61743.38074868817
113214,38674.52108409615
113215,86579.945597103
113216,74054.11727556518
113217,17606.267867589366
113218,40591.51778079558
113219,8586.53926873199
113220,155995.8296679236
113221,12784.80633256581
113222,15306.91325836744
113223,128622.65002571161
113224,32525.294269606213
113225,78518.56069634584
113226,43350.61289315611
113227,65699.68964364892
113228,44446.14134825476
113229,7611.510081454968
113230,30654.581469841996
113231,31227.751018226118
113232,300602.47872215847
113233,56700.776055699585
113234,40284.83015863814
113235,210714.2240143635
113236,51491.457838246926
113237,219452.0970679166
113238,85612.29397613365
113239,32943.08165155564
113240,66355.74033375514
113241,102358.35445505322
113242,100683.56706099966
113243,79407.6915566796
113244,45251.08239874137
113245,97415.35264167534
113246,70502.41795723129
113247,63553.91085080639
113248,59242.245961054345
113249,84122.31438962038
113250,319312.09267636226
113251,71653.9338192824
113252,42206.29010474469
113253,6671.237919627374
113254,61807.281530574626
113255,207393.6658792278
113256,35284.623253754275
113257,114137.93033496334
113258,38369.80053009445
113259,25430.288384317904
113260,74080.67554058257
113261,38374.1712461313
113262,66182.3682373626
113263,561396.2944197835
113264,9963.70556967969
113265,61426.59489978535
